# Armoury mesh catalogue. GENERATED by tools/generate_armory_catalogue.py, do not hand-edit.
# source=LOTRLOME_Armory/Assets  tpacs=4364  metameshes=4456  physicsshapes=383
# Regenerate after any art drop. `--diff` classifies rename vs move vs delete.
mesh	kind	prefix	culture	sub	category	tier	variant	folder	tpac	referenced	source
wm_cave_troll_spear_a01_handle	metamesh	wm	creature	-	body	-	-	weapons	weapons/Mordor/troll/wm_cave_troll_ws_1_geo.tpac	Y	parsed
wm_celegorm_sword_blade	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_celegorm_sword_guard	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_celegorm_sword_handle	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_celegorm_sword_pommel	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_dale_shield_a01	metamesh	wm	dale	-	shield	-	a01	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a02	metamesh	wm	dale	-	shield	-	a02	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a03	metamesh	wm	dale	-	shield	-	a03	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a04	metamesh	wm	dale	-	shield	-	a04	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a05	metamesh	wm	dale	-	shield	-	a05	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a06	metamesh	wm	dale	-	shield	-	a06	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a07	metamesh	wm	dale	-	shield	-	a07	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a08	metamesh	wm	dale	-	shield	-	a08	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_a09	metamesh	wm	dale	-	shield	-	a09	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_b01	metamesh	wm	dale	-	shield	-	b01	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_b02	metamesh	wm	dale	-	shield	-	b02	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_b03	metamesh	wm	dale	-	shield	-	b03	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_b04	metamesh	wm	dale	-	shield	-	b04	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_b05	metamesh	wm	dale	-	shield	-	b05	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_shield_b06	metamesh	wm	dale	-	shield	-	b06	shield	shield/dale/wm_dale_kingdom_ws_1_shields_geo.tpac	Y	parsed
wm_dale_ws_1h_axe_a01_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_1h_axe_a02_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_1h_axe_a02_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_1h_axe_a03_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_1h_axe_a03_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_2h_axe_a01_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_2h_axe_a01_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_longbow_a01	metamesh	wm	dale	ws	weapon	-	a01	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_polearm_a01_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_polearm_head_a01	metamesh	wm	dale	ws	weapon	-	a01	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_polearm_head_a02	metamesh	wm	dale	ws	weapon	-	a02	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_polearm_head_a03	metamesh	wm	dale	ws	weapon	-	a03	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_polearm_head_a04	metamesh	wm	dale	ws	weapon	-	a04	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_polearm_head_a05	metamesh	wm	dale	ws	weapon	-	a05	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_polearm_head_a06	metamesh	wm	dale	ws	weapon	-	a06	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_recurve_bow_a01	metamesh	wm	dale	ws	weapon	-	a01	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_spear_a01_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_spear_a01_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_spear_a02_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_spear_a02_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a01_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a01_guard	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a01_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a01_pommel	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a02_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a02_guard	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a02_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a02_pommel	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a03_blade	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a03_guard	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a03_handle	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dale_ws_sword_a03_pommel	metamesh	wm	dale	ws	weapon	-	-	weapons	weapons/dale/wm_dale_kingdom_ws_1_geo.tpac	Y	parsed
wm_dol_goldur_1h_mace_a01_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_mace_a01_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_mace_a02_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_mace_a02_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_mace_a03_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_mace_a03_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a01_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a01_guard	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a01_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a01_pommel	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a02_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a02_guard	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a02_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a02_pommel	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a03_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a03_guard	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a03_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_1h_sword_a03_pommel	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_axe_a01_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_axe_a01_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_axe_a02_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_axe_a02_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_axe_a03_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_axe_a04_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_mace_a01_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_mace_a01_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_mace_a02_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_mace_a02_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_mace_a03_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_2h_mace_a04_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_halberd_a01_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_halberd_a01_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_halberd_a02_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_halberd_a02_handle	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_halberd_a03_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_dol_goldur_halberd_a04_blade	metamesh	wm	dol_guldur	-	weapon	-	-	dol_guldur_weapons	dol_guldur_weapons/dol_goldur_ws_geo.tpac	Y	parsed
wm_elven_bow_v1	metamesh	wm	elf	-	weapon	-	v1	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
wm_elven_bow_v2	metamesh	wm	elf	-	weapon	-	v2	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
wm_elven_bow_v3	metamesh	wm	elf	-	weapon	-	v3	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
wm_elven_bow_v4	metamesh	wm	elf	-	weapon	-	v4	weapons	weapons/bow/High Elven/wm_elven_bows_geo.tpac	Y	parsed
wm_elven_quiver_1_v1	metamesh	wm	elf	-	quiver	-	v1	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_1_v2	metamesh	wm	elf	-	quiver	-	v2	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_1_v3	metamesh	wm	elf	-	quiver	-	v3	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_1_v4	metamesh	wm	elf	-	quiver	-	v4	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_2_v1	metamesh	wm	elf	-	quiver	-	v1	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_2_v2	metamesh	wm	elf	-	quiver	-	v2	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_2_v3	metamesh	wm	elf	-	quiver	-	v3	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_2_v4	metamesh	wm	elf	-	quiver	-	v4	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_3_v1	metamesh	wm	elf	-	quiver	-	v1	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_3_v2	metamesh	wm	elf	-	quiver	-	v2	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_3_v3	metamesh	wm	elf	-	quiver	-	v3	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_3_v4	metamesh	wm	elf	-	quiver	-	v4	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_4_v1	metamesh	wm	elf	-	quiver	-	v1	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_4_v2	metamesh	wm	elf	-	quiver	-	v2	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_4_v3	metamesh	wm	elf	-	quiver	-	v3	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_quiver_4_v4	metamesh	wm	elf	-	quiver	-	v4	weapons	weapons/bow/High Elven/wm_elven_quivers_geo.tpac	Y	parsed
wm_elven_shield_a	metamesh	wm	elf	-	shield	-	a	shield	shield/High Elven/wm_elven_shield_a_geo.tpac	Y	parsed
wm_elven_shield_b	metamesh	wm	elf	-	shield	-	b	shield	shield/High Elven/wm_elven_shield_a_geo.tpac	Y	parsed
wm_elven_spear_blade	metamesh	wm	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
wm_elven_spear_shaft	metamesh	wm	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
wm_elven_sword_a_blade	metamesh	wm	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
wm_elven_sword_a_handguard	metamesh	wm	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
wm_elven_sword_a_hilt	metamesh	wm	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
wm_elven_sword_a_pommel	metamesh	wm	elf	-	weapon	-	-	elven_weapons	elven_weapons/wm_elven_spear_galad_sword_geo.tpac	Y	parsed
wm_eomer_blade	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_eomer_guard	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_eomer_handle	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_eomer_pommel	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_eowyn_blade	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_eowyn_guard	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_eowyn_handle	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_eowyn_pommel	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_faramir_sword_blade	metamesh	wm	gondor	-	weapon	-	-	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
wm_faramir_sword_guard	metamesh	wm	gondor	-	weapon	-	-	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
wm_faramir_sword_hilt	metamesh	wm	gondor	-	weapon	-	-	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
wm_faramir_sword_pommel	metamesh	wm	gondor	-	weapon	-	-	gondor_weapons	gondor_weapons/swords/wm_gondorian_1h_swords_geo.tpac	Y	parsed
wm_finarin_sword_blade	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_finarin_sword_guard	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_finarin_sword_handle	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_finarin_sword_pommel	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_fingon_sword_blade	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_fingon_sword_guard	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_fingon_sword_handle	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_fingon_sword_pommel	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_finwe_sword_blade	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_finwe_sword_guard	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_finwe_sword_handle	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_finwe_sword_pommel	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Rivendell/Thyrell Elf/wm_elven_sword_weapon_set_a_geo.tpac	Y	parsed
wm_galadriel_sword_blade	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Lothlorien/Anranruth_Galadriel_Legolas/wm_aranruth_legolas_galadriel_geo.tpac	Y	parsed
wm_galadriel_sword_guard	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Lothlorien/Anranruth_Galadriel_Legolas/wm_aranruth_legolas_galadriel_geo.tpac	Y	parsed
wm_galadriel_sword_handle	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Lothlorien/Anranruth_Galadriel_Legolas/wm_aranruth_legolas_galadriel_geo.tpac	Y	parsed
wm_galadriel_sword_pommel	metamesh	wm	elf	-	weapon	-	-	weapons	weapons/Lothlorien/Anranruth_Galadriel_Legolas/wm_aranruth_legolas_galadriel_geo.tpac	Y	parsed
wm_gf_knight_broadsword_blade	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_broadsword_guard	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_broadsword_handle	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_broadsword_pommel	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_longsword_blade	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_longsword_guard	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_longsword_handle	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_longsword_pommel	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_shield	metamesh	wm	rivendell	knight	shield	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_shield_cloth	metamesh	wm	rivendell	knight	shield	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_spear_blade	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_gf_knight_spear_handle	metamesh	wm	rivendell	knight	weapon	-	-	weapons	weapons/Rivendell/Flower Knights/wm_flower_knights_ws_geo.tpac	Y	parsed
wm_glamdring_blade	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_glamdring_guard	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_glamdring_handle	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_glamdring_pommel	metamesh	wm	rohan	-	weapon	-	-	rohan_weapons	rohan_weapons/wm_glam_eow_eom_geo.tpac	Y	parsed
wm_gondor_shield_aa	metamesh	wm	gondor	-	shield	-	aa	shield	shield/Gondor/gondorsheilds2_geo.tpac	N	parsed
wm_gondor_shield_b	metamesh	wm	gondor	-	shield	-	b	shield	shield/Gondor/wm_gondor_shield_b_geo.tpac	Y	parsed
wm_gondor_shield_bb	metamesh	wm	gondor	-	shield	-	bb	shield	shield/Gondor/gondorsheilds2_geo.tpac	N	parsed
wm_gondor_shield_c	metamesh	wm	gondor	-	shield	-	c	shield	shield/Gondor/wm_gondor_shield_c_geo.tpac	Y	parsed
wm_gondor_shield_cc	metamesh	wm	gondor	-	shield	-	cc	shield	shield/Gondor/gondorsheilds2_geo.tpac	Y	parsed
wm_gondor_shield_dd	metamesh	wm	gondor	-	shield	-	dd	shield	shield/Gondor/gondorsheilds2_geo.tpac	N	parsed
